id,source_table,source_id,asset_type,category,content_hebrew,title_hebrew,description_hebrew,keywords,acupoints,metadata,search_vector,embedding,created_at,updated_at
473,bible_rag_clinical_cases_20260129,2190,clinical_case,alternative_trends,איך תזונה פונקציונלית משתלב עם דיקור? תזונה עם ST36. ST36: טחול אסטרגלוס,איך תזונה פונקציונלית משתלב עם דיקור?,ST36: טחול,"[""תזונה פונקציונלית"",""משתלב"",""קור"",""לב"",""תזונה"",""דיקור"",""עם דיקור"",""איך"",""פונקציונלית"",""איך תזונה"",""משתלב עם"",""פונקציונלית משתלב"",""תזונה עם""]","[""ST36"",""SP6""]",,"'st36':9,10,19 'איך':1,13 'אסטרגלוס':12 'דיקור':6,18 'טחול':11,20 'משתלב':4,16 'עם':5,8,17 'פונקציונלית':3,15 'תזונה':2,7,14",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
474,bible_rag_clinical_cases_20260129,735,clinical_case,first,"התעלפות - פעולת חירום ראשונה? התעלפות (קי חסר פתאומי) - מרימים רגליים, PC6, GV26, KI1. PC6: מעלה קי חזה | GV26: מעורר הכרה | KI1: שורש יין מוס תה יאנג לואן טאנג (木贼散) - עציר דם ועצב",התעלפות - פעולת חירום ראשונה?,PC6: מעלה קי חזה | GV26: מעורר הכרה | KI1: שורש יין,"[""ראש"",""פעולת חירום"",""רגל"",""ראשונה"",""חירום ראשונה"",""פתאומי מרימים"",""מרימים"",""רגליים"",""התעלפות"",""פעולת"",""חסר פתאומי"",""התעלפות פעולת"",""חירום""]","[""KI1"",""PC6"",""GV26""]",,"'gv26':12,18,41 'ki1':13,21,44 'pc6':11,14,37 'דם':31 'הכרה':20,43 'התעלפות':1,5,33 'ועצב':32 'חזה':17,40 'חירום':3,35 'חסר':7 'טאנג':28 'יאנג':26 'יין':23,46 'לואן':27 'מוס':24 'מעורר':19,42 'מעלה':15,38 'מרימים':9 'עציר':30 'פעולת':2,34 'פתאומי':8 'קי':6,16,39 'ראשונה':4,36 'רגליים':10 'שורש':22,45 'תה':25 '木贼散':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
475,bible_rag_clinical_cases_20260129,742,clinical_case,first,"שריפה כימית - שטיפה +? שריפה כימית - שטיפה 20 דקות + LI11, SP6, REN9. LI11: מפזר רעלים | SP6: מנקה נוזלים | REN9: מנקז רעלים לונג דאן שיה גאו (龙胆泻肝汤) - מנקה רעלים",שריפה כימית - שטיפה +?,LI11: מפזר רעלים | SP6: מנקה נוזלים | REN9: מנקז רעלים,"[""דקות"",""שטיפה"",""כימית"",""כימית שטיפה"",""שריפה"",""שריפה כימית""]","[""SP6"",""REN9"",""LI11""]",,"'20':7 'li11':9,12,31 'ren9':11,18,37 'sp6':10,15,34 'גאו':24 'דאן':22 'דקות':8 'כימית':2,5,29 'לונג':21 'מנקה':16,26,35 'מנקז':19,38 'מפזר':13,32 'נוזלים':17,36 'רעלים':14,20,27,33,39 'שטיפה':3,6,30 'שיה':23 'שריפה':1,4,28 '龙胆泻肝汤':25",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
476,bible_rag_clinical_cases_20260129,1671,clinical_case,tcm_supplements,"כורכום - מינון TCM? כורכום מנקה חום. LI11, LV3. LI11: חום | LV3: כבד צ'ינג האו",כורכום - מינון TCM?,LI11: חום | LV3: כבד,"[""מנקה חום"",""מנקה"",""כורכום"",""חום"",""מינון"",""כורכום מנקה"",""כורכום מינון""]","[""LI11"",""LV3""]",,"'li11':7,9,19 'lv3':8,11,21 'tcm':3,18 'האו':15 'חום':6,10,20 'ינג':14 'כבד':12,22 'כורכום':1,4,16 'מינון':2,17 'מנקה':5 'צ':13",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
477,bible_rag_clinical_cases_20260129,1654,clinical_case,tcm_supplements,"קו אנזים Q10 - למי מתאים? Q10 מחזק לב קי. HT7, PC6. HT7: לב | PC6: קי ג'ינסנג",קו אנזים Q10 - למי מתאים?,HT7: לב | PC6: קי,"[""מחזק לב"",""לב"",""למי"",""קו אנזים"",""מחזק"",""אנזים למי"",""אנזים"",""לב קי"",""למי מתאים"",""מתאים""]","[""HT7"",""PC6""]",,"'ht7':10,12,23 'pc6':11,14,25 'q10':3,6,20 'אנזים':2,19 'ג':16 'ינסנג':17 'לב':8,13,24 'למי':4,21 'מחזק':7 'מתאים':5,22 'קו':1,18 'קי':9,15,26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
478,bible_rag_clinical_cases_20260129,805,clinical_case,general,"איך מחזקים חיסון יומי? חיסון יומי (ריאות וטחול) - ST36, LU7, SP6. 2-3 פעמים שבוע. ST36: מחזק קי וטחול | LU7: מגן ריאות | SP6: מחזק חיסון יו פינג פנג סאן (玉屏风散) - חיסון יומי",איך מחזקים חיסון יומי?,ST36: מחזק קי וטחול | LU7: מגן ריאות | SP6: מחזק חיסון,"[""מחזקים"",""חיסון יומי"",""חיסון"",""איך"",""מחזקים חיסון"",""טחול"",""ריאות"",""יומי"",""איך מחזקים""]","[""LU7"",""SP6"",""ST36""]",,"'-3':13 '2':12 'lu7':10,20,41 'sp6':11,23,44 'st36':9,16,37 'איך':1,33 'וטחול':8,19,40 'חיסון':3,5,25,31,35,46 'יו':26 'יומי':4,6,32,36 'מגן':21,42 'מחזק':17,24,38,45 'מחזקים':2,34 'סאן':29 'פינג':27 'פנג':28 'פעמים':14 'קי':18,39 'ריאות':7,22,43 'שבוע':15 '玉屏风散':30",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
479,bible_rag_clinical_cases_20260129,806,clinical_case,general,"עייפות יומיומית - מה עושים? עייפות כרונית (קי חסר) - ST36, REN4, SP6 יומי. ST36: קי יומי | REN4: דאנטיאן | SP6: מזין סי ג'ון זי טאנג (四君子汤) - חיזוק יומי",עייפות יומיומית - מה עושים?,ST36: קי יומי | REN4: דאנטיאן | SP6: מזין,"[""מה עושים"",""חסר יומי"",""עייפות יומיומית"",""עייפות כרונית"",""יומי"",""יומיומית"",""עייפות"",""יומיומית מה"",""עושים"",""חסר""]","[""SP6"",""REN4"",""ST36""]",,"'ren4':10,16,35 'sp6':11,18,37 'st36':9,13,32 'ג':21 'דאנטיאן':17,36 'ון':22 'זי':23 'חיזוק':26 'חסר':8 'טאנג':24 'יומי':12,15,27,34 'יומיומית':2,29 'כרונית':6 'מה':3,30 'מזין':19,38 'סי':20 'עושים':4,31 'עייפות':1,5,28 'קי':7,14,33 '四君子汤':25",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
480,bible_rag_clinical_cases_20260129,807,clinical_case,general,"שינה לא איכותית - שיפור? שינה רדודה (יין חסר) - HT7, KI3, ANMIAN לפני שינה. HT7: מרגיע שינה | KI3: מזין יין | ANMIAN: שינה סואן זאו רן טאנג (酸枣仁汤) - שינה איכותית",שינה לא איכותית - שיפור?,HT7: מרגיע שינה | KI3: מזין יין | ANMIAN: שינה,"[""שיפור"",""לפני"",""יין חסר"",""לא איכותית"",""איכותית שיפור"",""יין"",""איכותית"",""שינה לא"",""שינה"",""רדודה""]","[""HT7"",""KI3""]",,"'anmian':11,20,39 'ht7':9,14,33 'ki3':10,17,36 'איכותית':3,28,31 'זאו':23 'חסר':8 'טאנג':25 'יין':7,19,38 'לא':2,30 'לפני':12 'מזין':18,37 'מרגיע':15,34 'סואן':22 'רדודה':6 'רן':24 'שינה':1,5,13,16,21,27,29,35,40 'שיפור':4,32 '酸枣仁汤':26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
481,bible_rag_clinical_cases_20260129,808,clinical_case,general,"חורף - מניעת הצטננויות? חורף (רוח קור) - LU7, BL13, ST36 + מוקסה. LU7: מגן ריאות | BL13: מחזק ריאות | ST36: חיסון ג'ינג פנג טאנג (荆防汤) - חורף מניעה",חורף - מניעת הצטננויות?,LU7: מגן ריאות | BL13: מחזק ריאות | ST36: חיסון,"[""קור"",""חורף מניעת"",""מניעת"",""הצטננויות"",""מוקסה"",""חורף רוח"",""רוח"",""רוח קור"",""מניעת הצטננויות"",""חורף""]","[""LU7"",""BL13"",""ST36""]",,"'bl13':8,14,32 'lu7':7,11,29 'st36':9,17,35 'ג':19 'הצטננויות':3,28 'חורף':1,4,24,26 'חיסון':18,36 'טאנג':22 'ינג':20 'מגן':12,30 'מוקסה':10 'מחזק':15,33 'מניעה':25 'מניעת':2,27 'פנג':21 'קור':6 'רוח':5 'ריאות':13,16,31,34 '荆防汤':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
482,bible_rag_clinical_cases_20260129,809,clinical_case,general,"קיץ - מניעת חום? קיץ (חום) - LI11, LV2, SP10 + שתייה קבועה. LI11: מפזר חום | LV2: חום ירוק | SP10: מנקה דם בה טו טאנג (白虎汤) - קיץ חום",קיץ - מניעת חום?,LI11: מפזר חום | LV2: חום ירוק | SP10: מנקה דם,"[""קיץ מניעת"",""מניעת"",""קיץ"",""קיץ חום"",""שתייה"",""חום"",""קבועה"",""מניעת חום""]","[""LV2"",""SP10"",""LI11""]",,"'li11':6,11,29 'lv2':7,14,32 'sp10':8,17,35 'בה':20 'דם':19,37 'חום':3,5,13,15,25,28,31,33 'טאנג':22 'טו':21 'ירוק':16,34 'מניעת':2,27 'מנקה':18,36 'מפזר':12,30 'קבועה':10 'קיץ':1,4,24,26 'שתייה':9 '白虎汤':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
483,bible_rag_clinical_cases_20260129,810,clinical_case,general,"חיזוק כללי - נקודת מפתח? ST36 - נקודת מפתח לבריאות כללית, חיסון, אנרגיה. ST36: 'נקודת הים של קי ודם' - הכל סי וו טאנג (四物汤) + סי ג'ון זי (四君子) - מאזן",חיזוק כללי - נקודת מפתח?,ST36: 'נקודת הים של קי ודם' - הכל,"[""כללית חיסון"",""חיסון אנרגיה"",""לב"",""חיסון"",""חיזוק כללי"",""נקודת מפתח"",""מפתח"",""חיזוק"",""כללי"",""כללי נקודת"",""נקודת""]","[""ST36""]",,"'st36':5,12,33 'אנרגיה':11 'ג':24 'הים':14,35 'הכל':18,39 'ודם':17,38 'וו':20 'ון':25 'זי':26 'חיזוק':1,29 'חיסון':10 'טאנג':21 'כללי':2,30 'כללית':9 'לבריאות':8 'מאזן':28 'מפתח':4,7,32 'נקודת':3,6,13,31,34 'סי':19,23 'קי':16,37 'של':15,36 '四君子':27 '四物汤':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
484,bible_rag_clinical_cases_20260129,811,clinical_case,general,"עיכול יומי - תחזוקה? עיכול (טחול/קיבה) - ST36, PC6, CV12 יומי. ST36: טחול | PC6: קיבה | CV12: מאזן פינג ווי סאן (平胃散) - עיכול יומי",עיכול יומי - תחזוקה?,ST36: טחול | PC6: קיבה | CV12: מאזן,"[""עיכול"",""יומי תחזוקה"",""טחול קיבה"",""טחול"",""עיכול יומי"",""יומי"",""עיכול טחול"",""תחזוקה""]","[""CV12"",""PC6"",""ST36""]",,"'cv12':9,15,30 'pc6':8,13,28 'st36':7,11,26 'ווי':18 'טחול':5,12,27 'יומי':2,10,22,24 'מאזן':16,31 'סאן':19 'עיכול':1,4,21,23 'פינג':17 'קיבה':6,14,29 'תחזוקה':3,25 '平胃散':20",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
485,bible_rag_clinical_cases_20260129,812,clinical_case,general,"מתח יומי - הרגעה? מתח (קי תקוע) - LV3, PC6, LI4 יומי. LV3: מפזר קי | PC6: מרגיע | LI4: שער שיאו יאו סאן (逍遥散) - מתח יומי",מתח יומי - הרגעה?,LV3: מפזר קי | PC6: מרגיע | LI4: שער,"[""מתח יומי"",""תקוע"",""מתח"",""הרגעה"",""תקוע יומי"",""יומי הרגעה"",""יומי"",""מתח קי""]","[""PC6"",""LV3"",""LI4""]",,"'li4':9,16,32 'lv3':7,11,27 'pc6':8,14,30 'הרגעה':3,26 'יאו':19 'יומי':2,10,23,25 'מפזר':12,28 'מרגיע':15,31 'מתח':1,4,22,24 'סאן':20 'קי':5,13,29 'שיאו':18 'שער':17,33 'תקוע':6 '逍遥散':21",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
486,bible_rag_clinical_cases_20260129,2191,clinical_case,alternative_trends,תזונה פונקציונלית - יתרונות TCM? תזונה עם ST36. ST36: טחול אסטרגלוס,תזונה פונקציונלית - יתרונות TCM?,ST36: טחול,"[""תזונה פונקציונלית"",""תזונה"",""פונקציונלית יתרונות"",""פונקציונלית"",""יתרונות"",""תזונה עם""]","[""ST36"",""SP6""]",,"'st36':7,8,15 'tcm':4,14 'אסטרגלוס':10 'טחול':9,16 'יתרונות':3,13 'עם':6 'פונקציונלית':2,12 'תזונה':1,5,11",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
487,bible_rag_clinical_cases_20260129,872,clinical_case,herbs,"מתי משתמשים בליקוריץ? ליקוריץ (Gan Cao (甘草)) לליקוריץ הרמוניה פורמולה, מחזק טחול, מרגיע גרון. ST36: טחול | LU9: ריאות Glycyrrhiza uralensis - הרמוניה, מחזק טחול",מתי משתמשים בליקוריץ?,ST36: טחול | LU9: ריאות,"[""משתמשים בליקוריץ"",""מחזק טחול"",""קור"",""מרגיע גרון"",""ליקוריץ לליקוריץ"",""פורמולה"",""משתמשים"",""מתי"",""בליקוריץ"",""מתי משתמשים""]","[""LU9"",""ST36""]",,"'cao':6 'gan':5 'glycyrrhiza':19 'lu9':17,29 'st36':15,27 'uralensis':20 'בליקוריץ':3,26 'גרון':14 'הרמוניה':9,21 'טחול':12,16,23,28 'ליקוריץ':4 'לליקוריץ':8 'מחזק':11,22 'מרגיע':13 'משתמשים':2,25 'מתי':1,24 'פורמולה':10 'ריאות':18,30 '甘草':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
488,bible_rag_clinical_cases_20260129,1655,clinical_case,tcm_supplements,"קו אנזים Q10 - צמח סיני מקביל? Q10 מחזק לב קי. HT7, PC6. HT7: לב | PC6: קי ג'ינסנג",קו אנזים Q10 - צמח סיני מקביל?,HT7: לב | PC6: קי,"[""מחזק לב"",""לב"",""צמח סיני"",""סיני"",""אנזים צמח"",""קו אנזים"",""צמח"",""מחזק"",""אנזים"",""לב קי"",""סיני מקביל"",""מקביל""]","[""HT7"",""PC6""]",,"'ht7':11,13,25 'pc6':12,15,27 'q10':3,7,21 'אנזים':2,20 'ג':17 'ינסנג':18 'לב':9,14,26 'מחזק':8 'מקביל':6,24 'סיני':5,23 'צמח':4,22 'קו':1,19 'קי':10,16,28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
489,bible_rag_clinical_cases_20260129,1656,clinical_case,tcm_supplements,"קו אנזים Q10 - מינון TCM? Q10 מחזק לב קי. HT7, PC6. HT7: לב | PC6: קי ג'ינסנג",קו אנזים Q10 - מינון TCM?,HT7: לב | PC6: קי,"[""מחזק לב"",""לב"",""מינון"",""קו אנזים"",""מחזק"",""אנזים"",""לב קי"",""אנזים מינון""]","[""HT7"",""PC6""]",,"'ht7':10,12,23 'pc6':11,14,25 'q10':3,6,20 'tcm':5,22 'אנזים':2,19 'ג':16 'ינסנג':17 'לב':8,13,24 'מחזק':7 'מינון':4,21 'קו':1,18 'קי':9,15,26",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
490,bible_rag_clinical_cases_20260129,909,clinical_case,natural,"איך משתמשים באורז לריפוי טבעי? אורז לבן מבושל מחזק טחול וקי, קל לעיכול, יוצר נוזלים. בסיס לכל מצבי חולשה. ST36: מחזק טחול וקי | REN12: מחזק קיבה | SP6: מזין טחול אורז (Oryza sativa) - בסיס מזון טחול, מחמם במידה, קל לעיכול",איך משתמשים באורז לריפוי טבעי?,ST36: מחזק טחול וקי | REN12: מחזק קיבה | SP6: מזין טחול,"[""משתמשים באורז"",""טבעי"",""מחזק טחול"",""חולשה"",""איך"",""לבן מבושל"",""משתמשים"",""לריפוי טבעי"",""מחזק"",""באורז לריפוי"",""איך משתמשים"",""באורז"",""יוצר"",""לריפוי""]","[""SP6"",""REN12"",""ST36""]",,"'oryza':31 'ren12':24,49 'sativa':32 'sp6':27,52 'st36':20,45 'אורז':6,30 'איך':1,40 'באורז':3,42 'במידה':37 'בסיס':16,33 'וקי':11,23,48 'חולשה':19 'טבעי':5,44 'טחול':10,22,29,35,47,54 'יוצר':14 'לבן':7 'לכל':17 'לעיכול':13,39 'לריפוי':4,43 'מבושל':8 'מזון':34 'מזין':28,53 'מחזק':9,21,25,46,50 'מחמם':36 'מצבי':18 'משתמשים':2,41 'נוזלים':15 'קיבה':26,51 'קל':12,38",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
491,bible_rag_clinical_cases_20260129,910,clinical_case,natural,"ג'ינג'ר - שימושים ריפוי טבעי? ג'ינג'ר טרי מחמם קיבה, מפזר קור, מפסיק בחילות, משפר עיכול. תה ג'ינג'ר יומי. ST36: מחזק קיבה | PC6: מפסיק בחילות | REN12: מחמם קיבה ג'ינג'ר טרי (Zingiber officinale recens) - מחמם, מפזר קור, מפסיק בחילות",ג'ינג'ר - שימושים ריפוי טבעי?,ST36: מחזק קיבה | PC6: מפסיק בחילות | REN12: מחמם קיבה,"[""טבעי"",""משפר"",""מפסיק בחילות"",""עיכול"",""ינג ר"",""ג ינג"",""שימושים"",""ינג"",""ר יומי"",""ריפוי"",""שימושים ריפוי"",""מפזר"",""ריפוי טבעי"",""ר שימושים""]","[""PC6"",""REN12"",""ST36""]",,"'officinale':38 'pc6':27,54 'recens':39 'ren12':30,57 'st36':24,51 'zingiber':37 'בחילות':16,29,44,56 'ג':1,7,20,33,45 'טבעי':6,50 'טרי':10,36 'יומי':23 'ינג':2,8,21,34,46 'מחזק':25,52 'מחמם':11,31,40,58 'מפזר':13,41 'מפסיק':15,28,43,55 'משפר':17 'עיכול':18 'קור':14,42 'קיבה':12,26,32,53,59 'ר':3,9,22,35,47 'ריפוי':5,49 'שימושים':4,48 'תה':19",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
492,bible_rag_clinical_cases_20260129,911,clinical_case,natural,"שורש מנה - למה משתמשים? שורש מנה מזין יין ודם, מקרר חום ירוק, מרגיע. תה/מרק יומי לחסר יין. KI3: מחזק יין כליות | SP6: מזין יין | LV8: מזין יין כבד שורש מנה (Rehmannia glutinosa) - מזין יין, מקרר דם, מרכך כבד",שורש מנה - למה משתמשים?,KI3: מחזק יין כליות | SP6: מזין יין | LV8: מזין יין כבד,"[""שורש"",""משתמשים"",""יין"",""מקרר חום"",""למה משתמשים"",""חום"",""מנה"",""מנה למה"",""למה"",""מנה מזין"",""שורש מנה""]","[""SP6"",""LV8"",""KI3""]",,"'glutinosa':33 'ki3':19,44 'lv8':26,51 'rehmannia':32 'sp6':23,48 'דם':37 'ודם':9 'חום':11 'יומי':16 'יין':8,18,21,25,28,35,46,50,53 'ירוק':12 'כבד':29,39,54 'כליות':22,47 'לחסר':17 'למה':3,42 'מזין':7,24,27,34,49,52 'מחזק':20,45 'מנה':2,6,31,41 'מקרר':10,36 'מרגיע':13 'מרכך':38 'מרק':15 'משתמשים':4,43 'שורש':1,5,30,40 'תה':14",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
493,bible_rag_clinical_cases_20260129,912,clinical_case,natural,"מוקסה לכליות חלשות - איפה? מוקסה על DU4, REN4, BL23 מחזקת יאנג כליות, משפרת חיוניות, מונעת התקררויות. DU4: שער חיוניות | REN4: תחתון דאנטיאן | BL23: מחזק כליות מוקסה (מוגואה) - מחמם יאנג, מחזק קי, מגן מפני קור",מוקסה לכליות חלשות - איפה?,DU4: שער חיוניות | REN4: תחתון דאנטיאן | BL23: מחזק כליות,"[""התקררויות"",""לכליות חלשות"",""לכליות"",""מוקסה לכליות"",""על מחזקת"",""מוקסה"",""מחזקת יאנג"",""מחזקת"",""חלשות איפה"",""איפה"",""חלשות""]","[""DU4"",""BL23"",""REN4""]",,"'bl23':9,23,45 'du4':7,17,39 'ren4':8,20,42 'איפה':4,38 'דאנטיאן':22,44 'התקררויות':16 'חיוניות':14,19,41 'חלשות':3,37 'יאנג':11,29 'כליות':12,25,47 'לכליות':2,36 'מגן':32 'מוגואה':27 'מונעת':15 'מוקסה':1,5,26,35 'מחזק':24,30,46 'מחזקת':10 'מחמם':28 'מפני':33 'משפרת':13 'על':6 'קור':34 'קי':31 'שער':18,40 'תחתון':21,43",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
494,bible_rag_clinical_cases_20260129,913,clinical_case,natural,"מוקסה לשינה - נקודות? מוקסה על ANMIAN, HT7, KID1 משפרת שינה, מרגיעה שן. ANMIAN: שינה | HT7: מרגיע לב | KID1: שורש יין מוקסה - מרגיעה שן, מחזקת יין, משפרת זרימת קי",מוקסה לשינה - נקודות?,ANMIAN: שינה | HT7: מרגיע לב | KID1: שורש יין,"[""מרגיעה"",""מוקסה"",""מרגיעה שן"",""משפרת"",""מוקסה לשינה"",""שינה"",""נקודות"",""לשינה"",""לשינה נקודות""]","[""KID1"",""HT7""]",,"'anmian':6,13,32 'ht7':7,15,34 'kid1':8,18,37 'זרימת':27 'יין':20,25,39 'לב':17,36 'לשינה':2,30 'מוקסה':1,4,21,29 'מחזקת':24 'מרגיע':16,35 'מרגיעה':11,22 'משפרת':9,26 'נקודות':3,31 'על':5 'קי':28 'שורש':19,38 'שינה':10,14,33 'שן':12,23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
495,bible_rag_clinical_cases_20260129,914,clinical_case,natural,"תרגיל נשימה לריאות חלשות? נשימה עמוקה לבטן (ריאות קי חסר) + LI4, LU7. 10 דקות יומי. LI4: פותח ריאות | LU7: מחזק ריאות | LU9: מזין ריאות תרגיל נשימה - מחזק ריאות קי, משפר הגנה",תרגיל נשימה לריאות חלשות?,LI4: פותח ריאות | LU7: מחזק ריאות | LU9: מזין ריאות,"[""חסר דקות"",""דקות"",""נשימה"",""לריאות חלשות"",""תרגיל נשימה"",""לב"",""ריאות"",""נשימה לריאות"",""תרגיל"",""לריאות"",""חסר"",""חלשות""]","[""LU7"",""LI4"",""LU9""]",,"'10':13 'li4':11,16,36 'lu7':12,19,39 'lu9':22,42 'דקות':14 'הגנה':31 'חלשות':4,35 'חסר':10 'יומי':15 'לבטן':7 'לריאות':3,34 'מזין':23,43 'מחזק':20,27,40 'משפר':30 'נשימה':2,5,26,33 'עמוקה':6 'פותח':17,37 'קי':9,29 'ריאות':8,18,21,24,28,38,41,44 'תרגיל':1,25,32",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
496,bible_rag_clinical_cases_20260129,915,clinical_case,natural,"הליכה יומית - למה טוב? הליכה 30 דקות מחזקת טחול וכליות, מניעה קי, מונעת סטגנציה. ST36: מחזק רגליים | SP6: מחזק טחול | BL23: מחזק כליות הליכה - מניעת קי, מחזק שרירים וגידים, משפר זיעה",הליכה יומית - למה טוב?,ST36: מחזק רגליים | SP6: מחזק טחול | BL23: מחזק כליות,"[""דקות"",""למה טוב"",""יומית"",""סטגנציה"",""טוב"",""הליכה יומית"",""וכליות"",""וכליות מניעה"",""טחול"",""הליכה"",""למה"",""יומית למה""]","[""BL23"",""SP6"",""ST36""]",,"'30':6 'bl23':21,42 'sp6':18,39 'st36':15,36 'דקות':7 'הליכה':1,5,24,32 'וגידים':29 'וכליות':10 'זיעה':31 'טוב':4,35 'טחול':9,20,41 'יומית':2,33 'כליות':23,44 'למה':3,34 'מונעת':13 'מחזק':16,19,22,27,37,40,43 'מחזקת':8 'מניעה':11 'מניעת':25 'משפר':30 'סטגנציה':14 'קי':12,26 'רגליים':17,38 'שרירים':28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
497,bible_rag_clinical_cases_20260129,916,clinical_case,natural,"תה כרישון - מתי? תה כרישון מפזר קי כבד, מרגיע כעס, משפר שינה. בערב. LV3: מפזר קי כבד | PC6: מרגיע כרישון (Chrysanthemum morifolium) - מפזר רוח חום, מרגיע כבד",תה כרישון - מתי?,LV3: מפזר קי כבד | PC6: מרגיע,"[""כרישון"",""תה כרישון"",""משפר שינה"",""כבד מרגיע"",""כרישון מתי"",""משפר"",""מתי""]","[""PC6"",""LV3""]",,"'chrysanthemum':21 'lv3':14,31 'morifolium':22 'pc6':18,35 'בערב':13 'חום':25 'כבד':8,17,27,34 'כעס':10 'כרישון':2,5,20,29 'מפזר':6,15,23,32 'מרגיע':9,19,26,36 'משפר':11 'מתי':3,30 'קי':7,16,33 'רוח':24 'שינה':12 'תה':1,4,28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
498,bible_rag_clinical_cases_20260129,2195,clinical_case,alternative_trends,"יוגה TCM - יתרונות TCM? יוגה עם LV3, PC6. LV3: כבד | PC6: לב אין",יוגה TCM - יתרונות TCM?,LV3: כבד | PC6: לב,"[""יוגה עם"",""יוגה יתרונות"",""יוגה"",""יתרונות""]","[""LV3"",""PC6""]",,"'lv3':7,9,18 'pc6':8,11,20 'tcm':2,4,15,17 'אין':13 'יוגה':1,5,14 'יתרונות':3,16 'כבד':10,19 'לב':12,21 'עם':6",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
499,bible_rag_clinical_cases_20260129,1643,clinical_case,tcm_supplements,"ויטמין B12 - נקודות תמיכה? B12 מזין דם, חשוב טבעונים. SP10, BL17. SP10: דם | BL17: דם דנג גוויי",ויטמין B12 - נקודות תמיכה?,SP10: דם | BL17: דם,"[""ויטמין נקודות"",""מזין דם"",""תמיכה"",""נקודות תמיכה"",""דם חשוב"",""חשוב"",""מזין"",""טבעונים"",""ויטמין"",""נקודות""]","[""SP10"",""BL17""]",,"'b12':2,5,19 'bl17':11,14,24 'sp10':10,12,22 'גוויי':17 'דם':7,13,15,23,25 'דנג':16 'ויטמין':1,18 'חשוב':8 'טבעונים':9 'מזין':6 'נקודות':3,20 'תמיכה':4,21",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
500,bible_rag_clinical_cases_20260129,965,clinical_case,oncology,"בחילות מכימותרפיה - נקודות? בחילות כימותרפיה - PC6, ST36, CV12. בטוח עם אונקולוג. PC6: מפסיק בחילות | ST36: קיבה | CV12: מרגיע ג'ינג פינג טאנג (姜萍汤) - בחילות כימותרפיה",בחילות מכימותרפיה - נקודות?,PC6: מפסיק בחילות | ST36: קיבה | CV12: מרגיע,"[""כימותרפיה"",""אונקולוג"",""מכימותרפיה"",""בחילות מכימותרפיה"",""בחילות כימותרפיה"",""כימותרפיה בטוח"",""בטוח"",""נקודות"",""מכימותרפיה נקודות"",""בחילות""]","[""CV12"",""PC6"",""ST36""]",,"'cv12':8,17,34 'pc6':6,12,29 'st36':7,15,32 'אונקולוג':11 'בחילות':1,4,14,24,26,31 'בטוח':9 'ג':19 'טאנג':22 'ינג':20 'כימותרפיה':5,25 'מכימותרפיה':2,27 'מפסיק':13,30 'מרגיע':18,35 'נקודות':3,28 'עם':10 'פינג':21 'קיבה':16,33 '姜萍汤':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
